flight id:101
flight code:MiG-29A
origin:RU
date:2011-06-01
from:maykop-khanskaya
to:beslan
motor(s):2
mass aircraft:10922.041768
mass fuel:10922.041768
lift coef:1.604765498192893
drag coef:0.011066253455886965

longitude,latitude,altitude,roll,pitch,yaw,heading,air_speed,engine_0,engine_1,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
2.0888702,6.871199,5531.44,-87.0,30.9,142.4,-1.0,162.9750941403818,29173776.499825966,29173776.499825966,24.76359015541912,6.745645547165541,25870.41242427543,89.3,66.16748666504974
2.0896389,6.8704708,5585.7,-72.5,31.0,140.4,-1.0,165.59987299254217,24587827.6198505,24587827.6198505,22.742409079896,6.8072839696866145,25783.914259733072,89.60000000000001,66.47992214186513
2.0904264,6.86977,5639.68,-57.5,33.0,138.5,-1.0,166.7231705269639,20765746.3606041,20765746.3606041,21.44264642604836,6.980099642079035,25397.247956802155,90.4,66.8129733229675
2.0906914,6.8695445,5657.79,-52.3,34.2,137.7,-1.0,165.09813070841722,16559753.43147155,16559753.43147155,23.855038841495883,7.1045077823740685,24877.08631559782,90.9,67.10379025210135
2.0915058,6.8688834,5714.74,-37.9,39.1,135.4,-1.0,164.5845685600777,14198062.81220152,14198062.81220152,23.10349730210077,7.1923416448835065,25143.57679248123,90.1,67.42048207187388
2.0923261,6.8682632,5777.12,-25.5,44.8,133.3,-1.0,166.10732375234866,11957589.836618656,11957589.836618656,20.749127878179262,7.5577113536331755,25409.596767994382,89.5,67.75154287677327
2.0925942,6.868068,5799.38,-22.0,46.6,132.8,-1.0,168.88739040315153,10021167.0895507,10021167.0895507,20.49568849697075,7.3091447220492665,25025.59669070175,91.19999999999999,68.06883946469978
2.0931109,6.8676971,5846.08,-14.8,50.5,132.1,-1.0,163.64352118608588,8748770.61545476,8748770.61545476,21.102775584113793,7.4038915282874065,24981.195317032238,92.7,68.40750197563591
2.0936016,6.8673449,5896.48,-8.6,54.2,132.1,-1.0,164.6533725008307,8744403.199358974,8744403.199358974,22.505176420890404,7.584555361600694,25497.995829970827,93.30000000000001,68.74220670004536
2.0938223,6.8671838,5921.73,-5.5,56.1,132.2,-1.0,160.63775605292534,9405946.379181884,9405946.379181884,23.871972044223575,7.53675052220296,25175.55572716228,89.70000000000002,69.05450438158516
2.0944317,6.8667158,6003.27,3.0,61.3,133.7,-1.0,160.61221352312776,11781124.571222791,11781124.571222791,24.754454826581746,7.564458848993961,25337.231139812528,88.60000000000001,69.41570407537344
2.094771,6.8664257,6060.09,8.4,64.5,135.5,-1.0,156.3627868037442,14033389.441943754,14033389.441943754,25.342215941019546,7.8143533444650775,24829.508464318384,87.2,69.77886352419233
2.0951728,6.8660169,6147.92,16.5,68.8,139.6,-1.0,157.14506706910169,15939707.499325668,15939707.499325668,24.220670270299014,7.679810145807158,24580.697850562272,86.6,70.16793614011536
2.0952743,6.8658913,6176.57,19.0,70.0,141.3,-1.0,148.8332733964887,17305714.128485836,17305714.128485836,23.15288254173558,7.814751129092305,24588.75545938281,87.1,70.5650774349535
2.0954435,6.8656363,6236.92,24.5,72.3,145.3,-1.0,154.20665270797656,18849870.914706632,18849870.914706632,23.67489333691772,7.698008960211943,25200.398522768002,88.0,70.96482152944169
2.095506,6.8655133,6266.98,27.4,73.3,147.7,-1.0,151.2631915234679,19707523.6662597,19707523.6662597,23.724486384908396,7.636138520842821,25119.54458196633,89.4,71.33982371666828
2.0956116,6.8651575,6356.77,35.3,75.8,155.5,-1.0,148.4920614234835,20571529.991965286,20571529.991965286,23.548358854217557,7.736596607519046,25243.19151671708,87.19999999999999,71.76652209812059
2.0956204,6.8650443,6386.12,38.4,76.5,158.6,-1.0,144.21554857321632,22211616.0966682,22211616.0966682,22.685012832479,7.538897693710396,24867.493770520927,87.9,72.17993854606459
2.0956009,6.8648201,6445.24,44.3,77.4,165.0,-1.0,144.84940501519884,23588203.159703065,23588203.159703065,21.747745434732927,7.364298390347601,24401.10869780635,86.99999999999999,72.60003040958165
2.095571,6.8647037,6476.37,47.4,77.7,168.6,-1.0,145.54928548100625,24694717.076542538,24694717.076542538,19.800034991180866,7.359773796637079,24143.646536090208,90.5,73.02462358543468
2.0954055,6.8643661,6567.96,56.8,77.7,179.5,-1.0,143.13939144453877,25809332.965736683,25809332.965736683,19.690972390155892,7.293693945303327,23673.21780140562,91.19999999999999,73.45691033084151
2.095326,6.8642564,6598.05,60.5,77.7,183.2,-1.0,142.07979999380052,26469347.641022205,26469347.641022205,19.158444042146595,7.251706378341196,24587.45975364493,92.5,73.86873447782312
2.0951363,6.8640445,6656.44,64.6,77.0,190.0,-1.0,142.22911827721225,26351712.250091325,26351712.250091325,21.203555036735345,7.380821759492367,24653.914836793894,91.4,74.25802144195262
2.0950263,6.8639413,6684.98,66.4,76.6,193.5,-1.0,143.8218321349879,26538831.813155413,26538831.813155413,21.07855327575492,7.442664024995906,24953.062461920526,91.9,74.64722419785814
2.09464,6.8636418,6768.48,71.2,75.1,202.6,-1.0,137.71604156687314,26158646.071804058,26158646.071804058,19.803432720689695,7.718079422849655,24043.275288578847,91.7,75.05414895726321
2.0944948,6.8635464,6795.53,72.9,74.7,205.5,-1.0,140.4841183889547,26328959.937407948,26328959.937407948,22.008837404187894,7.801866973503682,24042.281378734322,93.10000000000001,75.4587694734487
2.0941769,6.8633597,6849.64,77.2,73.7,210.6,-1.0,138.78286924084884,25863914.302898448,25863914.302898448,24.322177931079384,7.846106086002969,24766.74375168261,95.20000000000002,75.83607590389488
2.0940086,6.8632706,6875.91,78.8,73.1,213.2,-1.0,133.31958554001005,25698997.472012095,25698997.472012095,25.351494773993153,7.938648995945235,25144.719186764953,94.70000000000002,76.21102450406987
2.0936546,6.8631004,6927.13,82.1,72.2,217.7,-1.0,138.23113646517947,26358143.3586838,26358143.3586838,23.74657066781679,7.809931063198546,25625.239599857476,95.10000000000001,76.57992542270503
2.0934742,6.8630214,6951.51,84.0,71.7,220.0,-1.0,133.2363364497174,26104243.562287595,26104243.562287595,24.329996389564165,7.929206442323644,26216.4133161308,92.2,76.94365901850554
2.0930815,6.8628644,7001.37,87.7,70.8,224.1,-1.0,135.07830295946098,26604536.12208452,26604536.12208452,26.016012025471984,8.135035257594296,26098.678790440998,90.9,77.27544707624833
2.0917806,6.8624572,7142.37,96.6,67.8,235.6,-1.0,134.05783592693024,27264641.539750844,27264641.539750844,26.38798327745875,7.942065311851578,25231.558824563013,90.3,77.69213998963416
2.0915416,6.8623977,7165.25,98.2,67.2,237.4,-1.0,132.08453339027383,26729050.42451549,26729050.42451549,26.570125345598278,7.89350552057369,25493.275018735578,89.10000000000001,78.08164895726321
2.0913105,6.8623439,7186.64,99.7,66.3,239.2,-1.0,131.00581532773592,26411921.43308381,26411921.43308381,27.606628270622274,7.577980556073822,24784.470954277367,88.80000000000001,78.46568439033406
2.090831,6.8622434,7229.1,102.6,64.8,242.3,-1.0,132.51646621202545,26000047.60044289,26000047.60044289,28.405787977061113,7.505062071740548,24798.174072047626,86.6,78.8183025005703
2.090579,6.8621959,7250.42,104.1,63.9,243.7,-1.0,135.79410077083514,24628884.215386923,24628884.215386923,28.00032294876119,7.278618383363365,25155.989262119234,83.8,79.16653412786688
2.0898323,6.8620719,7309.54,107.9,60.9,247.5,-1.0,129.44529153308227,23591915.522259876,23591915.522259876,27.56811055174881,7.267002478366809,25122.58610063816,82.1,79.51860105700074
2.0895698,6.8620334,7328.94,108.8,59.8,248.5,-1.0,132.044037251614,22760197.104929004,22760197.104929004,27.497954826443085,7.0630955917796845,24841.266168285532,81.9,79.86540879978288
2.0893148,6.8619982,7347.12,109.7,58.6,249.6,-1.0,126.05922255964143,20909621.17463986,20909621.17463986,28.009160516877966,7.118312437422466,24406.581409701193,82.20000000000002,80.1869234542011
2.0882144,6.8618667,7418.71,112.8,53.5,253.0,-1.0,129.3006009231217,20195521.770293035,20195521.770293035,27.35586085459769,7.0723745287986315,24217.05881287578,82.60000000000001,80.54457874728945
2.0876365,6.8618082,7452.17,114.1,50.6,254.4,-1.0,128.42627416185744,19353018.825099282,19353018.825099282,25.650664616065026,6.95942604372316,24035.109623668264,81.89999999999999,80.88967935971289
2.0873272,6.8617793,7469.01,114.7,49.1,255.0,-1.0,131.54718721242762,18636206.04086777,18636206.04086777,25.900884906165192,6.916703131961125,24250.357847364365,82.0,81.1397318531512
2.0870251,6.8617524,7484.76,115.3,47.6,255.6,-1.0,126.81315198566888,18807980.7802878,18807980.7802878,24.978552692120335,6.818783662828119,24447.422396493763,85.50000000000001,81.38432612261754
2.0864362,6.8617033,7513.55,116.2,44.5,256.5,-1.0,127.06395399186597,18529632.1040239,18529632.1040239,23.997312380600768,6.904527627866863,25112.339463520806,85.80000000000001,81.63458530896925
2.0861312,6.8616793,7527.5,116.6,43.1,256.9,-1.0,129.36577953516309,17986666.223234378,17986666.223234378,24.48536324881494,6.730227816320102,25783.09368781382,86.19999999999999,81.86301925472603
2.0858303,6.8616565,7540.65,117.0,41.4,257.2,-1.0,126.03836365386036,17754950.267288484,17754950.267288484,23.934358043565346,6.671612800255595,25367.55403223393,87.2,82.08519882602961
2.0848994,6.8615899,7577.63,117.8,36.7,258.1,-1.0,127.39418599066818,16892839.166615743,16892839.166615743,23.130112432593815,6.558005419623124,24521.841909970462,87.3,82.29042957843556
2.0845837,6.8615685,7588.96,118.0,35.0,258.3,-1.0,127.1284323764255,16148719.58564924,16148719.58564924,21.77883491412502,6.617912276489653,24538.03844869222,87.4,82.4894825093192
2.0842684,6.8615476,7599.7,118.2,33.5,258.6,-1.0,125.93402415145785,15969526.148260478,15969526.148260478,22.504689408655743,6.584031404954439,24616.815811811004,89.9,82.6828399021451
2.0832751,6.8614842,7629.87,119.4,29.3,259.1,-1.0,127.98141728486155,15274440.09926055,15274440.09926055,24.004425767992387,6.754531393134958,24634.552285897415,92.80000000000001,82.84448907099899
2.082925,6.8614624,7639.14,119.9,27.4,259.2,-1.0,129.11645397880227,14589576.07082926,14589576.07082926,24.768406685885985,6.588945435759632,25270.489046624964,93.80000000000001,82.98762008587214
2.0822715,6.861422,7654.56,119.7,23.9,259.2,-1.0,124.83581577552953,15005068.49163567,15005068.49163567,23.273562712331728,6.820294100676321,25872.461251680834,92.9,83.12966404912673
2.0819337,6.8614012,7661.6,119.8,22.0,259.4,-1.0,127.98525743461803,14633070.757645788,14633070.757645788,23.062097259990356,7.017710569479368,26004.300402098463,90.2,83.26504025210134
2.0808657,6.8613354,7679.93,119.8,16.4,259.6,-1.0,129.2220164489256,14639307.698906314,14639307.698906314,23.5354091840376,7.298947596391397,25968.18842951236,90.00000000000001,83.39240901850553
2.0805213,6.8613142,7684.64,120.0,14.6,259.6,-1.0,127.85529175022289,15330245.902031366,15330245.902031366,23.734096795854434,7.525792869102757,26084.42484497289,92.80000000000001,83.51270429409608
2.0797889,6.861269,7692.85,119.8,11.1,259.7,-1.0,129.19557918794078,15119702.200046388,15119702.200046388,25.20265548129764,7.646604477262898,26331.53438172064,92.5,83.62921785490099
2.0794277,6.8612467,7696.06,119.6,9.7,259.8,-1.0,132.9463379444099,14909968.827725923,14909968.827725923,23.946577942189002,7.787545707709338,27031.833822645145,95.0,83.7198794909465
2.0787127,6.8612031,7700.9,118.9,6.8,260.0,-1.0,131.27675233431873,15581592.69704174,15581592.69704174,25.77918163055493,8.047673230752999,26477.439629655943,95.0,83.80557284177765
2.0783556,6.8611818,7702.64,118.8,5.4,260.1,-1.0,130.87654675048108,15151500.254022667,15151500.254022667,26.75619828499134,8.064606398740583,26243.027235551126,92.2,83.88437642882926
2.0772516,6.8611177,7705.39,117.7,1.9,260.5,-1.0,134.7961822889317,14791687.290491398,14791687.290491398,26.89964104673415,7.914605370083204,25643.57522070837,90.6,83.94218920223258
2.0768953,6.8610979,7705.53,117.4,0.9,260.7,-1.0,130.3711891086044,15293454.122577677,15293454.122577677,25.835317969572017,8.306207380254884,25284.325186036345,90.20000000000002,83.99301269304624
2.0765194,6.8610776,7705.33,117.0,0.1,260.9,-1.0,137.75733460645492,13364292.880295433,13364292.880295433,25.850746769294517,8.095713942525883,24532.812996326014,91.6,84.03187861605585
2.0757664,6.861039,7703.95,116.1,-1.5,261.3,-1.0,138.05564751001884,13254400.181242166,13254400.181242166,25.932343808367495,8.067600881649504,24659.336123855897,91.90000000000002,84.06429878228508
2.0742524,6.86097,7697.5,113.1,-4.4,262.2,-1.0,139.10048844355325,13605424.075550029,13605424.075550029,26.61208836506789,7.808040255257154,24806.35291288676,91.30000000000001,84.07774913224132
2.0738684,6.8609544,7695.17,112.3,-5.0,262.5,-1.0,141.58664300551513,13714912.704257116,13714912.704257116,26.529596379587993,7.649401093427784,24645.164973864317,89.1,84.08581015586337
2.0734709,6.860939,7692.5,111.4,-5.4,262.7,-1.0,146.73440488727522,15296772.037961699,15296772.037961699,24.855147111584916,7.533542038532627,24544.594771396354,90.2,84.08554222060529
2.073084,6.860925,7689.66,110.4,-5.9,263.0,-1.0,142.88434266461323,18472228.589248545,18472228.589248545,25.508601304086337,7.423566639699171,24120.302805912237,87.6,84.08064283302873
2.0727023,6.8609119,7686.63,109.5,-6.2,263.2,-1.0,141.08162360053214,18747099.822064605,18747099.822064605,25.036267698743863,7.21973407346952,24286.441037546603,87.69999999999999,84.06971872979163
2.0719071,6.8608877,7679.69,107.4,-6.7,263.8,-1.0,147.3116877751965,18378897.157130465,18378897.157130465,25.43935324194814,7.357591219971063,24807.82609772221,89.0,84.05214983215384
2.0710843,6.8608672,7671.66,105.0,-7.2,264.4,-1.0,149.2192298047406,18514721.244963847,18514721.244963847,25.461353688592784,7.487485102920342,25302.257104805583,88.7,84.0263285285668
2.0702353,6.860851,7662.5,102.3,-7.5,265.1,-1.0,154.5250542506154,15982364.58008568,15982364.58008568,26.25553353410165,7.247555872266082,25385.42826506078,91.60000000000001,83.99338780240757
2.0698398,6.8608453,7657.94,100.8,-7.6,265.5,-1.0,147.73357974023617,15569066.246612214,15569066.246612214,27.767314498673496,7.227566751551654,26151.757985874538,89.7,83.95710936846181
2.0694163,6.8608406,7652.85,99.2,-7.7,265.8,-1.0,158.51623168052134,14886057.858257351,14886057.858257351,28.537278521680264,7.052770041973078,25515.440093101606,91.2,83.91799082078026
2.0685927,6.8608359,7642.37,95.8,-7.8,266.6,-1.0,154.42676612990323,16901166.295953427,16901166.295953427,26.419318127791612,6.957091590479796,25430.84999140915,89.4,83.87578718998411
2.0681649,6.8608358,7636.63,94.0,-7.8,267.0,-1.0,160.81575459695793,17934479.659469657,17934479.659469657,24.196293103993703,7.153330534957029,24970.13007599043,90.2,83.83097310424483
2.0668788,6.8608463,7618.28,88.5,-7.8,268.3,-1.0,161.86032217767567,21065770.685219374,21065770.685219374,25.7229552947755,7.325974079625377,24750.1780305696,91.00000000000001,83.774155518943
2.0664521,6.8608536,7611.85,86.6,-7.8,268.8,-1.0,161.82679314346808,24446459.51774151,24446459.51774151,27.175198653626143,7.310451807515661,24899.782933799903,93.60000000000002,83.71458968342245
2.066006,6.8608632,7604.97,84.8,-7.8,269.3,-1.0,169.43145094628326,26120153.031168427,26120153.031168427,28.742361805530752,7.548808611862742,25076.384040552588,92.8,83.65207656006285
2.0655779,6.8608746,7598.22,82.8,-7.8,269.8,-1.0,162.9930810405643,28423333.920797694,28423333.920797694,26.987701178129402,7.331127677876828,25457.78801932432,93.6,83.58970888727195
2.0651365,6.8608885,7591.12,81.0,-7.8,270.3,-1.0,168.1799021949352,28033247.064419042,28033247.064419042,25.162263456862984,7.324064927164978,25877.47429296973,94.6,83.52805315673827
2.0646944,6.8609048,7583.88,79.0,-7.8,270.9,-1.0,169.12453119223434,27956320.66449166,27956320.66449166,26.309050242712143,7.174816669829475,25695.85410739058,93.5,83.46786724247755
2.0637565,6.8609467,7568.16,75.5,-8.4,272.0,-1.0,175.58211882967234,26328077.451542113,26328077.451542113,26.281336262678746,7.168568839101834,25529.85192051449,93.60000000000001,83.39913802113021
2.063325,6.8609692,7560.78,73.8,-8.5,272.4,-1.0,166.0338767965258,26493781.832143176,26493781.832143176,24.815907100397403,7.3431911187174865,26170.30265452422,93.7,83.32865573766567
2.0623795,6.8610254,7544.34,70.3,-8.5,273.4,-1.0,178.13636857242486,22978369.171553224,22978369.171553224,26.72899642859852,7.42180725708076,25948.737388100988,95.10000000000001,83.25361089952042
2.0609687,6.8611267,7519.31,65.1,-8.3,274.9,-1.0,179.44903101276802,23301441.692258906,23301441.692258906,28.698863190226085,7.321779327558329,25854.20451243838,93.80000000000001,83.16379900100773
2.0595004,6.8612541,7493.02,60.2,-7.8,276.4,-1.0,184.82615686135895,22279884.132219963,22279884.132219963,27.406644341269025,7.40197201677562,26190.947939534482,92.60000000000001,83.06790879978288
2.0590175,6.8613009,7484.4,58.7,-7.6,276.8,-1.0,188.73013822605887,20576726.834235497,20576726.834235497,27.34036892994956,7.479536807484494,26675.362608654148,93.0,82.97034208937168
2.0575432,6.8614582,7458.3,54.4,-7.2,278.3,-1.0,192.70468752886663,24071584.202506844,24071584.202506844,26.992622184808944,7.351538801379558,26343.006710597347,93.6,82.85806190564463
2.0565257,6.8615789,7440.62,51.7,-6.9,279.2,-1.0,191.12810992443494,27405419.081756588,27405419.081756588,28.71792973370555,7.33858764936763,25808.04942956218,93.4,82.73741448657202
2.0549774,6.86178,7414.46,48.1,-6.4,280.4,-1.0,200.47956803178522,30125483.009054754,30125483.009054754,29.800232025005656,7.214347260191125,25808.082519851087,92.30000000000001,82.602176078873
2.0544587,6.8618517,7405.93,46.9,-6.3,280.7,-1.0,195.89729796848818,33610555.215029776,33610555.215029776,30.08538076165796,7.2338058638933695,25536.543213973695,89.60000000000002,82.46595013836557
2.0533871,6.862006,7388.7,44.8,-6.1,281.4,-1.0,207.24703597769465,34991455.05118985,34991455.05118985,28.959871361227812,7.2129298807015045,25690.590757680555,91.00000000000001,82.32856824860178
2.0523659,6.8621601,7372.79,43.0,-5.9,282.0,-1.0,202.5602875634578,34001941.90269778,34001941.90269778,30.711760749011564,7.176484261856071,25730.86766721102,89.50000000000001,82.18465639383363
2.0517964,6.8622486,7364.14,42.0,-5.8,282.3,-1.0,206.57726609143097,33790988.10653657,33790988.10653657,29.57635371248836,7.414209228189391,25566.8337556712,90.9,82.0467080123813
2.0502068,6.8625048,7340.87,39.8,-4.9,283.0,-1.0,210.67423107782923,34093126.505991645,34093126.505991645,28.401056872567843,7.551514617046329,25451.395403814982,93.6,81.91010696251254
2.0496953,6.86259,7333.69,39.2,-4.7,283.3,-1.0,203.7254783353834,35832394.98164225,35832394.98164225,29.682634700777612,7.559727884113577,25205.86168877966,94.1,81.78813517773565
2.0486257,6.8627719,7319.12,38.0,-4.7,283.6,-1.0,212.95714641250075,35773076.27357109,35773076.27357109,29.344051712407108,7.546743812288894,25213.199233702715,92.3,81.66160849357118
2.0480778,6.8628667,7311.88,37.5,-4.7,283.8,-1.0,208.4456267519665,36551060.43766743,36551060.43766743,29.221001058701567,7.452001250113613,25382.937038160107,91.80000000000001,81.54951969217134
2.0475597,6.8629573,7305.17,37.0,-4.5,283.9,-1.0,206.7303865093017,35034105.24392983,35034105.24392983,26.675387267343083,7.749782616410627,25400.189378472223,93.10000000000001,81.44582874728945
2.0470135,6.8630536,7298.21,36.1,-4.6,284.1,-1.0,217.66150508179862,32048169.953664377,32048169.953664377,25.970117799452236,7.6600184738679635,24569.65197003723,91.50000000000001,81.35683596513722
2.0465022,6.8631444,7291.79,34.7,-4.6,284.2,-1.0,204.15486161100375,33203145.95862405,33203145.95862405,24.800596169452493,7.727731787424749,25459.011133904183,94.50000000000001,81.26945844982662
2.0459678,6.8632396,7285.18,34.3,-4.6,284.2,-1.0,213.11741264315904,32424774.27801233,32424774.27801233,26.373082790182366,7.746977566609581,24746.047810327247,94.6,81.19021085577587
2.0449152,6.8634282,7272.41,33.9,-4.6,284.2,-1.0,209.99551506465784,33625454.07290613,33625454.07290613,25.806822115617518,7.6656337373559005,24060.76306985917,96.0,81.11336702375489
2.0443567,6.8635286,7265.76,33.8,-4.6,284.2,-1.0,212.64076705318013,37516860.72169096,37516860.72169096,26.892224456295097,7.416638196631164,24112.64654170015,96.69999999999999,81.03805425035156
2.0432839,6.8637219,7253.18,33.8,-4.6,284.2,-1.0,213.87638223960641,39509695.40847008,39509695.40847008,25.752433094342482,7.349715660156468,24498.563118611444,95.6,80.9709249852597
2.0427391,6.8638202,7246.88,34.0,-4.6,284.2,-1.0,207.46948372332955,39936494.25274737,39936494.25274737,23.62954830095828,7.088836636688919,24417.30671200926,95.89999999999999,80.90446938595962
2.0416231,6.8640217,7234.13,34.5,-4.6,284.2,-1.0,217.1790072293805,41329712.0801955,41329712.0801955,22.90800605876906,6.972102584457873,23990.36015339986,96.0,80.83940705000163
2.0400348,6.864309,7216.27,35.6,-4.6,284.5,-1.0,211.07872067802055,40514477.04446949,40514477.04446949,23.295755812127027,7.044660887856797,24455.681980070673,97.39999999999999,80.76621479278379
2.0394955,6.864407,7210.23,35.8,-4.9,284.5,-1.0,214.97713135232092,37997088.25552594,37997088.25552594,25.00125409516736,6.8767403716742805,24621.191022143903,95.5,80.69353544020285
2.0389688,6.8645039,7204.25,36.7,-5.4,284.9,-1.0,210.36065114127697,39614116.19690216,39614116.19690216,24.65940060452454,7.0061793300770105,24649.402419370468,98.30000000000001,80.62160630634457
2.0373581,6.864809,7185.16,35.2,-5.9,285.4,-1.0,215.06274388636217,36883723.854691535,36883723.854691535,25.671975239561267,7.196941934788267,24494.56528893924,95.9,80.53997791614336
2.0368376,6.8649096,7178.8,34.7,-6.1,285.6,-1.0,209.15074631083763,38023629.43504037,38023629.43504037,25.148910217902404,7.163234980811119,24880.086705203572,96.39999999999999,80.45854090826933
2.0336063,6.8655468,7137.95,32.6,-6.4,286.1,-1.0,215.18754933392165,35339347.3037701,35339347.3037701,24.667938892948353,7.2703711605348715,25379.353971609613,95.60000000000001,80.3556078374032
2.0330798,6.8656522,7131.13,32.3,-6.4,286.2,-1.0,212.49927696554042,33182658.033640146,33182658.033640146,25.133766431842222,7.35082940239439,25390.89253929997,94.19999999999999,80.25254462655454
2.0325252,6.8657638,7123.92,31.9,-6.3,286.3,-1.0,223.75486616415742,30518051.821408976,30518051.821408976,26.680806307303396,7.18987497584326,25845.946153688677,91.6,80.15359230809435
2.0314745,6.8659799,7110.1,16.6,-3.7,286.9,-1.0,212.75162449644222,31020159.052326813,31020159.052326813,26.82461724887134,7.171084486182062,25718.27978299557,92.1,80.0488832092317
2.0298542,6.8663185,7090.48,-25.5,4.1,286.3,-1.0,218.5556720092924,33031256.665991254,33031256.665991254,27.849516696564084,7.423972586994085,25797.748721611202,90.59999999999998,79.93891492401735
2.029311,6.8664259,7085.01,-28.7,6.2,285.5,-1.0,217.81667078457426,36951260.7126287,36951260.7126287,25.67818256950161,7.295065437751153,25330.748541399247,87.2,79.8384315469395
2.0287594,6.8665293,7080.17,-30.3,7.8,284.5,-1.0,219.5632974185002,43416271.49771193,43416271.49771193,23.81043378297409,7.3075731255706975,25035.68629405288,87.80000000000001,79.73886680503225
2.0282285,6.8666229,7076.19,-32.7,9.0,283.5,-1.0,210.1954748164767,46439176.81864166,46439176.81864166,23.92073620849563,7.08419198819281,25576.087850209296,84.90000000000002,79.64083312174265
2.027669,6.866715,7072.71,-37.4,10.1,282.3,-1.0,219.72148738907063,45090855.29782963,45090855.29782963,21.621033344795052,7.010400764424508,24940.50044248631,84.6,79.55474935096399
2.0241712,6.867107,7062.54,-51.9,10.8,274.1,-1.0,214.89771250718127,46897767.37577445,46897767.37577445,22.193739744700068,7.31680569725806,24865.982711895664,83.39999999999999,79.46574891351867
2.0236064,6.8671413,7062.07,-53.5,10.6,272.8,-1.0,212.7932181908057,48104593.08934356,48104593.08934356,21.938587581034486,7.1174453341073685,24501.133993377676,82.3,79.40766054956417
2.0218624,6.8672023,7061.54,-56.4,9.7,269.3,-1.0,213.98744789391432,47136374.94160893,47136374.94160893,20.977582962927627,6.962416008828352,24622.447254123465,80.8,79.35438736496224
2.0212819,6.8672083,7061.56,-56.7,9.1,268.3,-1.0,216.01617960356987,52194910.12272945,52194910.12272945,21.682326097156412,6.905824785472573,23917.491164991705,81.8,79.3066489572632
2.020116,6.8671999,7061.72,-57.6,8.5,266.1,-1.0,211.12999184318718,55345097.50551031,55345097.50551031,23.48903203624331,7.102637108729958,24058.866656928567,81.1,79.2696126493017
2.0195251,6.8671858,7061.83,-58.1,8.3,265.1,-1.0,218.765361460828,54375439.472044066,54375439.472044066,23.827927798055303,6.963216923321502,23554.069383244314,81.10000000000001,79.24768023460354
2.0189357,6.8671651,7061.94,-58.5,8.1,264.1,-1.0,217.86756759403528,56448086.72058701,56448086.72058701,25.68780102680431,6.890643137347214,24199.996649171833,83.7,79.23001947344868
2.0183393,6.8671377,7062.04,-58.7,7.9,263.1,-1.0,210.23515646360428,58792510.82221804,58792510.82221804,25.65231683947731,7.062645218406666,24187.310515359582,84.50000000000001,79.21614042707948
2.0177389,6.8671036,7062.12,-58.9,7.7,262.1,-1.0,211.42611868177391,54056176.31239395,54056176.31239395,27.1981441738835,7.252223120683788,23616.994836240912,86.80000000000001,79.20536942970415
2.0171345,6.8670628,7062.17,-59.0,7.5,261.2,-1.0,223.09790324775952,53201137.20213365,53201137.20213365,29.764708490969152,7.301590529596101,24273.71571013743,89.70000000000002,79.19730075078901
2.0159033,6.8669593,7062.18,-59.3,7.3,259.2,-1.0,216.81229428873544,54707256.78579561,54707256.78579561,30.034592152740302,7.040224016995325,24236.486046522226,89.00000000000001,79.19702516023781
2.0153326,6.8669021,7062.13,-59.4,7.2,258.2,-1.0,210.40239797793097,52440859.78220383,52440859.78220383,29.11753177996901,7.19346435941594,23913.676827689815,91.50000000000001,79.19707109199636
2.0129473,6.8665994,7061.59,-59.7,7.2,254.5,-1.0,217.87462409041808,50784303.974754155,50784303.974754155,27.97397726725184,7.357996432414328,23512.627423791484,91.9,79.19710936846181
2.0117611,6.8664098,7061.13,-59.8,7.2,252.6,-1.0,220.2452407133494,53256600.023552045,53256600.023552045,26.54315942369454,7.368418620819805,24024.24089002363,91.30000000000001,79.196780190859
2.0111865,6.8663084,7060.86,-59.8,6.7,251.6,-1.0,213.74969562758736,50101665.80837495,50101665.80837495,26.75751784360821,7.38687651747996,24350.651538600607,89.7,79.1961218356534
2.0105397,6.8661866,7060.54,-59.8,6.7,250.6,-1.0,220.5520810073731,43741021.92900828,43741021.92900828,25.40733050396083,7.301535840305767,25151.309591455174,90.10000000000001,79.195134302845
2.0099495,6.8660684,7060.22,-59.9,6.6,249.6,-1.0,220.95822307427852,42815739.74956236,42815739.74956236,23.215366171154997,7.649659629004845,24372.205863906063,87.7,79.19381759243382
2.0093517,6.8659417,7059.88,-59.9,6.6,248.7,-1.0,224.48681308442627,40964668.953600526,40964668.953600526,24.411847695130703,7.439442395126881,24403.45104125395,86.7,79.19216404912672
2.0081316,6.8656607,7059.14,-59.9,6.6,246.7,-1.0,219.64062210755205,39601201.21128125,39601201.21128125,24.83368434531922,7.408857531452881,24368.850863199747,87.60000000000001,79.18988277178639
2.0046556,6.8646882,7056.72,-59.9,6.6,241.0,-1.0,222.07093151068955,44190034.38568186,44190034.38568186,23.12731053656812,7.378302330365037,24314.729162300788,85.2,79.18571063705323
2.0035197,6.8643122,7055.88,-59.9,6.6,239.1,-1.0,222.25368745686526,48132534.18620322,48132534.18620322,21.227050443265227,7.65875355960525,24321.151946180104,84.8,79.18088780240757
2.0029527,6.8641132,7055.44,-59.9,6.0,238.1,-1.0,223.7835049522781,46646059.38238916,46646059.38238916,21.139364692519194,7.796749941453185,24991.402153316223,82.8,79.17576641133145
